name,source,url,category,abv,price,quantity,single_vol,total_vol,ml_per_dollar,alcohol_vol,alc_per_dollar
b'Wyndham Estate Bin 555 Shiraz',LCBO,http://www.lcbo.com/lcbo/product/wyndham-estate-bin-555-shiraz/302612,Red Wine,14.2,9.45,1,375,375,39.68,53,5.63
b"Mike's Hard Lemonade Variety 12 Pk-B",LCBO,http://www.lcbo.com/lcbo/product/mike-s-hard-lemonade-variety-12-pk-b/353300,Coolers,5.0,27.95,12,330,3960,141.68,198,7.08
b'Sauza Hornitos Reposado Tequila',LCBO,http://www.lcbo.com/lcbo/product/sauza-hornitos-reposado-tequila/293928,Tequila,40.0,10.95,1,200,200,18.26,80,7.31
b'Jim Beam Black Kentucky Bourbon Aged 6 Years',LCBO,http://www.lcbo.com/lcbo/product/jim-beam-black-kentucky-bourbon-aged-6-years/324863,Whisky/Whiskey,43.0,31.95,1,750,750,23.47,322,10.09
b'Dalwhinnie 15 Year Old Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/dalwhinnie-15-year-old-scotch-whisky/238097,Whisky/Whiskey,43.0,94.95,1,750,750,7.9,322,3.4
b"Gibson's Finest Sterling Edition Whisky",LCBO,http://www.lcbo.com/lcbo/product/gibson-s-finest-sterling-edition-whisky/215038,Whisky/Whiskey,40.0,60.95,1,1750,1750,28.71,700,11.48
b'Johnnie Walker Red Label',LCBO,http://www.lcbo.com/lcbo/product/johnnie-walker-red-label/217984,Whisky/Whiskey,40.0,9.95,1,200,200,20.1,80,8.04
b'Mnage  Trois Red',LCBO,http://www.lcbo.com/lcbo/product/menage-A-trois-red/308007,Red Wine,13.5,15.95,1,750,750,47.02,101,6.35
b'Colchester Ridge CREW Cabernet Franc',LCBO,http://www.lcbo.com/lcbo/product/colchester-ridge-crew-cabernet-franc/315945,Red Wine,13.8,22.95,1,750,750,32.68,103,4.51
b'Vineland Estates Semi-Dry Riesling VQA',LCBO,http://www.lcbo.com/lcbo/product/vineland-estates-semi-dry-riesling-vqa/232033,White Wine,9.0,14.95,1,750,750,50.17,67,4.52
b'Casillero del Diablo Reserva Sauvignon Blanc',LCBO,http://www.lcbo.com/lcbo/product/casillero-del-diablo-reserva-sauvignon-blanc/302570,White Wine,12.5,7.0,1,375,375,53.57,46,6.7
b'Mirassou Pinot Grigio',LCBO,http://www.lcbo.com/lcbo/product/mirassou-pinot-grigio/274480,White Wine,12.5,14.95,1,750,750,50.17,93,6.27
b'Ironstone Obsession Symphony California',LCBO,http://www.lcbo.com/lcbo/product/ironstone-obsession-symphony-california/295931,White Wine,12.0,14.95,1,750,750,50.17,90,6.02
b'Woodbridge By Robert Mondavi White Zinfandel',LCBO,http://www.lcbo.com/lcbo/product/woodbridge-by-robert-mondavi-white-zinfandel/249656,Ros Wine,9.5,10.95,1,750,750,68.49,71,6.51
b'Spinelli Chardonnay Terre di Chieti',LCBO,http://www.lcbo.com/lcbo/product/spinelli-chardonnay-terre-di-chieti/474239,White Wine,12.0,7.95,1,750,750,94.34,90,11.32
b'Wolf Blass Yellow Label Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/wolf-blass-yellow-label-cabernet-sauvignon/251876,Red Wine,13.5,16.95,1,750,750,44.25,101,5.97
b'Two Oceans Sauvignon Blanc',LCBO,http://www.lcbo.com/lcbo/product/two-oceans-sauvignon-blanc/413070,White Wine,12.5,18.0,1,1500,1500,83.33,187,10.42
b'Robert Mondavi Private Selection Sauvignon Blanc',LCBO,http://www.lcbo.com/lcbo/product/robert-mondavi-private-selection-sauvignon-blanc/405753,White Wine,13.5,17.0,1,750,750,44.12,101,5.96
b'Wolf Blass Yellow Label Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/wolf-blass-yellow-label-cabernet-sauvignon/598102,Red Wine,13.5,32.45,1,1500,1500,46.22,202,6.24
b'Wild Vines Strawberry White Zinfandel',LCBO,http://www.lcbo.com/lcbo/product/wild-vines-strawberry-white-zinfandel/534156,Specialty Wines,6.0,6.95,1,750,750,107.91,45,6.47
b'Wolf Blass Yellow Label Merlot',LCBO,http://www.lcbo.com/lcbo/product/wolf-blass-yellow-label-merlot/538637,Red Wine,13.5,16.95,1,750,750,44.25,101,5.97
b'Pelee Island Shiraz Cabernet',LCBO,http://www.lcbo.com/lcbo/product/pelee-island-shiraz-cabernet/637199,Red Wine,12.5,9.95,1,750,750,75.38,93,9.42
b'Yellow Tail Shiraz',LCBO,http://www.lcbo.com/lcbo/product/yellow-tail-shiraz/624544,Red Wine,13.5,12.0,1,750,750,62.5,101,8.44
b'Yellow Tail Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/yellow-tail-cabernet-sauvignon/621623,Red Wine,13.5,12.0,1,750,750,62.5,101,8.44
b'Sibling Rivalry White VQA',LCBO,http://www.lcbo.com/lcbo/product/sibling-rivalry-white-vqa/126144,White Wine,12.0,13.95,1,750,750,53.76,90,6.45
b"Jack Daniel's Tennessee Honey",LCBO,http://www.lcbo.com/lcbo/product/jack-daniel-s-tennessee-honey/276568,Liqueur/Liquor,35.0,17.95,1,375,375,20.89,131,7.31
b'Banfi Centine Rosso Toscana IGT',LCBO,http://www.lcbo.com/lcbo/product/banfi-centine-rosso-toscana-igt/323725,Red Wine,13.0,15.95,1,750,750,47.02,97,6.11
b'Espolon Tequila Blanco',LCBO,http://www.lcbo.com/lcbo/product/espolon-tequila-blanco/324848,Tequila,40.0,38.95,1,750,750,19.26,300,7.7
b'Busch',LCBO,http://www.lcbo.com/lcbo/product/busch/286021,Lager,4.7,40.95,24,355,8520,208.06,400,9.78
b'Cellier Des Dauphins Pres Wht Cdr AOC',LCBO,http://www.lcbo.com/lcbo/product/cellier-des-dauphins-pres-wht-cdr-aoc/496349,White Wine,12.5,4.95,1,250,250,50.51,31,6.31
b'Louis M. Martini Cabernet Sauvignon Sonoma County',LCBO,http://www.lcbo.com/lcbo/product/louis-m-martini-cabernet-sauvignon-sonoma-county/292151,Red Wine,14.0,20.95,1,750,750,35.8,105,5.01
b'Waterloo IPA',LCBO,http://www.lcbo.com/lcbo/product/waterloo-ipa/339895,Ale,5.2,2.5,1,473,473,189.2,24,9.84
b'Marie Duffau Bas Armagnac Napoleon',LCBO,http://www.lcbo.com/lcbo/product/marie-duffau-bas-armagnac-napoleon/313304,Cognac/Armagnac,40.0,47.8,1,750,750,15.69,300,6.28
b"Ghost Pines Chardonnay Winemaker's Blend",LCBO,http://www.lcbo.com/lcbo/product/ghost-pines-chardonnay-winemaker-s-blend/308122,White Wine,14.0,19.95,1,750,750,37.59,105,5.26
b'Chateau St. Jean Pinot Noir',LCBO,http://www.lcbo.com/lcbo/product/chateau-st-jean-pinot-noir/308221,Red Wine,13.8,19.95,1,750,750,37.59,103,5.19
b'Beringer Founders Estate Zinfandel',LCBO,http://www.lcbo.com/lcbo/product/beringer-founders-estate-zinfandel/308205,Red Wine,14.5,18.95,1,750,750,39.58,108,5.74
b'The Dreaming Tree Crush Red Blend',LCBO,http://www.lcbo.com/lcbo/product/the-dreaming-tree-crush-red-blend/310391,Red Wine,13.5,18.0,1,750,750,41.67,101,5.62
b'Espolon Tequila Reposado',LCBO,http://www.lcbo.com/lcbo/product/espolon-tequila-reposado/324855,Tequila,40.0,39.95,1,750,750,18.77,300,7.51
b'Guy Saget Sancerre Blanc',LCBO,http://www.lcbo.com/lcbo/product/guy-saget-sancerre-blanc/319657,White Wine,13.0,26.95,1,750,750,27.83,97,3.62
b'Mayor de Castilla Verdejo, Rueda',LCBO,http://www.lcbo.com/lcbo/product/mayor-de-castilla-verdejo-rueda/318956,White Wine,12.5,10.95,1,750,750,68.49,93,8.56
b'Highlander Scottish Ale',LCBO,http://www.lcbo.com/lcbo/product/highlander-scottish-ale/334375,Ale,5.4,5.95,1,650,650,109.24,35,5.9
b'Paulaner Hefe-Weissbier',LCBO,http://www.lcbo.com/lcbo/product/paulaner-hefe-weissbier/337881,Ale,5.5,2.6,1,500,500,192.31,27,10.58
b'Chteau des Charmes Cabernet Icewine 2014',LCBO,http://www.lcbo.com/lcbo/product/chateau-des-charmes-cabernet-icewine-2014/346692,Icewine,9.5,79.95,1,375,375,4.69,35,0.45
b'Flat Rock Chardonnay 2010',LCBO,http://www.lcbo.com/lcbo/product/flat-rock-chardonnay-2010/347344,White Wine,13.4,10.2,1,375,375,36.76,50,4.93
b'Cono Sur Bicicleta Pinot Noir Ros',LCBO,http://www.lcbo.com/lcbo/product/cono-sur-bicicleta-pinot-noir-rose/318014,Ros Wine,13.0,11.0,1,750,750,68.18,97,8.86
b'Muskoka Cream Ale',LCBO,http://www.lcbo.com/lcbo/product/muskoka-cream-ale/131490,Hybrid,5.0,3.15,1,473,473,150.16,23,7.51
b'Corona Extra',LCBO,http://www.lcbo.com/lcbo/product/corona-extra/186510,Lager,4.6,14.5,6,330,1980,136.55,91,6.28
b'Molson Canadian',LCBO,http://www.lcbo.com/lcbo/product/molson-canadian/900118,Lager,5.0,22.5,12,341,4092,181.87,204,9.09
b'Bud Light',LCBO,http://www.lcbo.com/lcbo/product/bud-light/612515,Lager,4.0,27.5,15,341,5115,186.0,204,7.44
b'Santa Carolina Reserva Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/santa-carolina-reserva-cabernet-sauvignon/275925,Red Wine,13.5,13.1,1,750,750,57.25,101,7.73
b'Hofbrau Original Lager',LCBO,http://www.lcbo.com/lcbo/product/hofbrau-original-lager/319202,Lager,5.1,3.15,1,500,500,158.73,25,8.1
b'Goose Island Sofie Belgian Style Ale',LCBO,http://www.lcbo.com/lcbo/product/goose-island-sofie-belgian-style-ale/331298,Ale,6.5,10.15,1,765,765,75.37,49,4.9
b'Forty Creek Copper Pot Reserve Whisky',LCBO,http://www.lcbo.com/lcbo/product/forty-creek-copper-pot-reserve-whisky/285254,Whisky/Whiskey,43.0,30.95,1,750,750,24.23,322,10.42
b'Big House Cardinal Zin',LCBO,http://www.lcbo.com/lcbo/product/big-house-cardinal-zin/272401,Red Wine,13.5,13.95,1,750,750,53.76,101,7.26
b'Bouchard Aine & Fils Beaujolais Superieur',LCBO,http://www.lcbo.com/lcbo/product/bouchard-aine-fils-beaujolais-superieur/301895,Red Wine,13.0,22.95,1,1500,1500,65.36,195,8.5
b'Birra Moretti',LCBO,http://www.lcbo.com/lcbo/product/birra-moretti/296889,Lager,5.0,2.75,1,500,500,181.82,25,9.09
b'Alberta Premium Dark Horse Whisky',LCBO,http://www.lcbo.com/lcbo/product/alberta-premium-dark-horse-whisky/298083,Whisky/Whiskey,45.0,26.95,1,750,750,27.83,337,12.52
b'Bud Light',LCBO,http://www.lcbo.com/lcbo/product/bud-light/311779,Lager,4.0,14.95,6,473,2838,189.83,113,7.59
b'Masi Costasera Amarone Classico DOC',LCBO,http://www.lcbo.com/lcbo/product/masi-costasera-amarone-classico-doc/297663,Red Wine,15.0,23.75,1,375,375,15.79,56,2.37
b'Firestone Cabernet Sauvignon Santa Ynez Valley',LCBO,http://www.lcbo.com/lcbo/product/firestone-cabernet-sauvignon-santa-ynez-valley/292128,Red Wine,14.8,19.95,1,750,750,37.59,111,5.56
b'Sawmill Creek Riesling Bag in Box',LCBO,http://www.lcbo.com/lcbo/product/sawmill-creek-riesling-bag-in-box/317537,White Wine,11.0,39.95,1,4000,4000,100.13,440,11.01
b'French Cross Cabernet Sauvignon Bag in Box',LCBO,http://www.lcbo.com/lcbo/product/french-cross-cabernet-sauvignon-bag-in-box/331371,Red Wine,12.5,39.95,1,4000,4000,100.13,500,12.52
b'Sandbanks Dunes Red VQA',LCBO,http://www.lcbo.com/lcbo/product/sandbanks-dunes-red-vqa/346445,Red Wine,12.5,14.95,1,750,750,50.17,93,6.27
b'Bodacious Smooth White',LCBO,http://www.lcbo.com/lcbo/product/bodacious-smooth-white/339168,White Wine,11.5,9.45,1,750,750,79.37,86,9.13
b'Bodacious Smooth Red',LCBO,http://www.lcbo.com/lcbo/product/bodacious-smooth-red/338855,Red Wine,12.5,10.45,1,750,750,71.77,93,8.97
b'Palm Bay Summer 24 Pk-C',LCBO,http://www.lcbo.com/lcbo/product/palm-bay-summer-24-pk-c/290882,Coolers,5.0,46.95,24,355,8520,181.47,426,9.07
b'Skinnygirl Margarita',LCBO,http://www.lcbo.com/lcbo/product/skinnygirl-margarita/296152,Premixed Cocktails,12.7,15.0,1,750,750,50.0,95,6.35
b'Domaine Laroche Saint Martin Chablis',LCBO,http://www.lcbo.com/lcbo/product/domaine-laroche-saint-martin-chablis/289124,White Wine,12.5,24.9,1,750,750,30.12,93,3.77
b'Liberty Ale',LCBO,http://www.lcbo.com/lcbo/product/liberty-ale/270454,Ale,5.9,13.5,6,355,2130,157.78,125,9.31
b'Flat Rock Good Kharma Chardonnay VQA',LCBO,http://www.lcbo.com/lcbo/product/flat-rock-good-kharma-chardonnay-vqa/356873,White Wine,13.4,15.95,1,750,750,47.02,100,6.3
b'Sleeman Clear 2.0',LCBO,http://www.lcbo.com/lcbo/product/sleeman-clear-20/342352,Lager,4.0,42.95,24,355,8520,198.37,340,7.93
b"Sir Isaac's Premium Pear Cider",LCBO,http://www.lcbo.com/lcbo/product/sir-isaac-s-premium-pear-cider/312843,Cider,6.5,3.0,1,473,473,157.67,30,10.25
b'Wild Turkey 81 Proof Kentucky Straight Bourbon',LCBO,http://www.lcbo.com/lcbo/product/wild-turkey-81-proof-kentucky-straight-bourbon/281824,Whisky/Whiskey,40.5,32.8,1,750,750,22.87,303,9.26
b'Canadian Club Classic 12 Year Old',LCBO,http://www.lcbo.com/lcbo/product/canadian-club-classic-12-year-old/311928,Whisky/Whiskey,40.0,26.65,1,750,750,28.14,300,11.26
b'Canadian Club Classic 12 Year Old',LCBO,http://www.lcbo.com/lcbo/product/canadian-club-classic-12-year-old/311944,Whisky/Whiskey,40.0,61.45,1,1750,1750,28.48,700,11.39
b'Casillero del Diablo Reserva Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/casillero-del-diablo-reserva-cabernet-sauvignon/278416,Red Wine,13.5,14.05,1,750,750,53.38,101,7.21
b"Boone's Sangria",LCBO,http://www.lcbo.com/lcbo/product/boone-s-sangria/419317,Specialty Wines,7.5,8.05,1,750,750,93.17,56,6.99
b'Alvear Fino Montilla-Morilles',LCBO,http://www.lcbo.com/lcbo/product/alvear-fino-montilla-morilles/112771,Fortified Wines,15.0,13.0,1,750,750,57.69,112,8.65
b'Donini Trebbiano Chardonnay',LCBO,http://www.lcbo.com/lcbo/product/donini-trebbiano-chardonnay/160317,White Wine,12.0,9.95,1,1000,1000,100.5,120,12.06
b'Argento Chardonnay',LCBO,http://www.lcbo.com/lcbo/product/argento-chardonnay/591701,White Wine,13.0,9.95,1,750,750,75.38,97,9.8
b'Arbor Mist Exotic Fruits White Zinfandel',LCBO,http://www.lcbo.com/lcbo/product/arbor-mist-exotic-fruits-white-zinfandel/512988,Specialty Wines,6.0,8.25,1,750,750,90.91,45,5.45
b'Creekside Sauvignon Blanc VQA',LCBO,http://www.lcbo.com/lcbo/product/creekside-sauvignon-blanc-vqa/620724,White Wine,12.7,14.95,1,750,750,50.17,95,6.37
b'Casillero del Diablo Reserva Malbec',LCBO,http://www.lcbo.com/lcbo/product/casillero-del-diablo-reserva-malbec/94060,Red Wine,13.5,14.05,1,750,750,53.38,101,7.21
b'Pink House Wine Co. Ros Chardonnay Merlot VQA',LCBO,http://www.lcbo.com/lcbo/product/pink-house-wine-co-rose-chardonnay-merlot-vqa/324558,Ros Wine,12.5,13.95,1,750,750,53.76,93,6.72
b'Dan Aykroyd Cabernet Merlot VQA',LCBO,http://www.lcbo.com/lcbo/product/dan-aykroyd-cabernet-merlot-vqa/53827,Red Wine,13.0,11.75,1,750,750,63.83,97,8.3
b'Alianca Vinho Verde',LCBO,http://www.lcbo.com/lcbo/product/alianca-vinho-verde/75663,White Wine,10.0,8.95,1,750,750,83.8,75,8.38
b'Beaulieu Vineyards Coastal Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/beaulieu-vineyards-coastal-cabernet-sauvignon/569871,Red Wine,13.5,11.95,1,750,750,62.76,101,8.47
b'La Mascota Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/la-mascota-cabernet-sauvignon/292110,Red Wine,14.0,14.95,1,750,750,50.17,105,7.02
b'Canadian Club Classic 12 Year Old',LCBO,http://www.lcbo.com/lcbo/product/canadian-club-classic-12-year-old/311910,Whisky/Whiskey,40.0,15.35,1,375,375,24.43,150,9.77
b'Bacardi Classic Mojito',LCBO,http://www.lcbo.com/lcbo/product/bacardi-classic-mojito/112938,Premixed Cocktails,15.0,15.95,1,750,750,47.02,112,7.05
b'Fontanafredda Barolo DOCG',LCBO,http://www.lcbo.com/lcbo/product/fontanafredda-barolo-docg/20214,Red Wine,14.0,29.95,1,750,750,25.04,105,3.51
b'Crown Royal Maple Finished',LCBO,http://www.lcbo.com/lcbo/product/crown-royal-maple-finished/312801,Whisky/Whiskey,40.0,29.95,1,750,750,25.04,300,10.02
b'Pasqua Pinot Grigio delle Venezie',LCBO,http://www.lcbo.com/lcbo/product/pasqua-pinot-grigio-delle-venezie/213496,White Wine,12.0,11.95,1,750,750,62.76,90,7.53
b'Fresh Opportunities Riesling Gewurztraminer VQA',LCBO,http://www.lcbo.com/lcbo/product/fresh-opportunities-riesling-gewurztraminer-vqa/572156,White Wine,11.0,12.95,1,750,750,57.92,82,6.37
b'Hpnotiq Liquor',LCBO,http://www.lcbo.com/lcbo/product/hpnotiq-liquor/122952,Liqueur/Liquor,17.0,19.95,1,375,375,18.8,63,3.2
b"Grey Goose Vodka L'Orange",LCBO,http://www.lcbo.com/lcbo/product/grey-goose-vodka-l-orange/574152,Vodka,40.0,49.95,1,750,750,15.02,300,6.01
b'Latour Pinot Noir',LCBO,http://www.lcbo.com/lcbo/product/latour-pinot-noir/297630,Red Wine,13.0,12.7,1,375,375,29.53,48,3.84
b'Fireball Whisky Shooter',LCBO,http://www.lcbo.com/lcbo/product/fireball-whisky-shooter/314856,Liqueur/Liquor,33.0,30.95,1,1140,1140,36.83,376,12.16
b'Rolling Rock Extra Pale',LCBO,http://www.lcbo.com/lcbo/product/rolling-rock-extra-pale/294538,Lager,4.5,26.5,12,355,4260,160.75,191,7.23
b'Jackson-Triggs Chardonnay Bag in Box',LCBO,http://www.lcbo.com/lcbo/product/jackson-triggs-chardonnay-bag-in-box/305144,White Wine,12.0,44.95,1,4000,4000,88.99,480,10.68
b'Canadian Club Classic 12 Year Old',LCBO,http://www.lcbo.com/lcbo/product/canadian-club-classic-12-year-old/311936,Whisky/Whiskey,40.0,41.25,1,1140,1140,27.64,456,11.05
b'HogsBack Vintage Lager',LCBO,http://www.lcbo.com/lcbo/product/hogsback-vintage-lager/289793,Lager,5.2,2.75,1,473,473,172.0,24,8.94
b'Santa Rosa Estate Malbec',LCBO,http://www.lcbo.com/lcbo/product/santa-rosa-estate-malbec/281931,Red Wine,13.0,17.95,1,1500,1500,83.57,195,10.86
b'Aquinas Pinot Noir Napa Valley',LCBO,http://www.lcbo.com/lcbo/product/aquinas-pinot-noir-napa-valley/277657,Red Wine,14.5,19.95,1,750,750,37.59,108,5.45
b"Dillon's The White Rye",LCBO,http://www.lcbo.com/lcbo/product/dillon-s-the-white-rye/337600,Whisky/Whiskey,40.0,38.0,1,750,750,19.74,300,7.89
b'Glendronach 12 Year Old Single Highland Malt Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/glendronach-12-year-old-single-highland-malt-scotch-whisky/601872,Whisky/Whiskey,43.0,77.7,1,750,750,9.65,322,4.15
b'Forty Creek Cream Liquor',LCBO,http://www.lcbo.com/lcbo/product/forty-creek-cream-liquor/281378,Liqueur/Liquor,17.0,25.25,1,750,750,29.7,127,5.05
b'Damblat Armagnac 10 Year Napoleon',LCBO,http://www.lcbo.com/lcbo/product/damblat-armagnac-10-year-napoleon/285957,Cognac/Armagnac,40.0,71.6,1,700,700,9.78,280,3.91
b'Adobe Reserva Merlot Organic',LCBO,http://www.lcbo.com/lcbo/product/adobe-reserva-merlot-organic/322024,Red Wine,13.5,12.95,1,750,750,57.92,101,7.82
b'Rosehall Run Defiant Pinot Noir VQA',LCBO,http://www.lcbo.com/lcbo/product/rosehall-run-defiant-pinot-noir-vqa/307769,Red Wine,12.5,18.95,1,750,750,39.58,93,4.95
b'Bud Light',LCBO,http://www.lcbo.com/lcbo/product/bud-light/616920,Lager,4.0,29.95,15,355,5325,177.8,213,7.11
b'Rosehall Run JCR Rosehall Vineyard Pinot Noir 2011',LCBO,http://www.lcbo.com/lcbo/product/rosehall-run-jcr-rosehall-vineyard-pinot-noir-2011/326504,Red Wine,12.5,39.5,1,750,750,18.99,93,2.37
b'Krombacher Pilsner',LCBO,http://www.lcbo.com/lcbo/product/krombacher-pilsner/284463,Lager,4.8,2.55,1,500,500,196.08,24,9.41
b'Grey Goose Vodka',LCBO,http://www.lcbo.com/lcbo/product/grey-goose-vodka/95935,Vodka,40.0,49.95,1,750,750,15.02,300,6.01
b"Dewar's White Label",LCBO,http://www.lcbo.com/lcbo/product/dewar-s-white-label/217992,Whisky/Whiskey,40.0,39.45,1,1140,1140,28.9,456,11.56
b'Smirnoff Vodka 50 mL x 10',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-vodka-50-ml-x-10/307389,Vodka,40.0,29.85,10,50,500,16.75,200,6.7
b'Cardhu Single Malt Scotch',LCBO,http://www.lcbo.com/lcbo/product/cardhu-single-malt-scotch/289496,Whisky/Whiskey,40.0,74.95,1,750,750,10.01,300,4.0
b'Rittenhouse Straight Rye Whisky 100 Bond',LCBO,http://www.lcbo.com/lcbo/product/rittenhouse-straight-rye-whisky-100-bond/230813,Whisky/Whiskey,50.0,46.95,1,750,750,15.97,375,7.99
b'Henry of Pelham Cuve Catharine Carte Blanche Estate Blanc de Blanc 2012',LCBO,http://www.lcbo.com/lcbo/product/henry-of-pelham-cuvee-catharine-carte-blanche-estate-blanc-de-blanc-2012/315200,Sparkling Wine,12.0,44.95,1,750,750,16.69,90,2.0
b'McGuinness Peach Schnapps',LCBO,http://www.lcbo.com/lcbo/product/mcguinness-peach-schnapps/321562,Liqueur/Liquor,15.0,19.45,1,750,750,38.56,112,5.78
b'Chateau du Cleray Muscadet Sevre et Maine',LCBO,http://www.lcbo.com/lcbo/product/chateau-du-cleray-muscadet-sevre-et-maine/323816,White Wine,12.0,14.95,1,750,750,50.17,90,6.02
b"Mike's Hard Lemonade 6 Pk-C",LCBO,http://www.lcbo.com/lcbo/product/mike-s-hard-lemonade-6-pk-c/319442,Coolers,5.0,12.95,6,355,2130,164.48,106,8.22
b'Bombardier Ale',LCBO,http://www.lcbo.com/lcbo/product/bombardier-ale/283846,Ale,5.5,2.15,1,500,500,232.56,27,12.79
b'Cupcake Cabernet Sauvignon',LCBO,http://www.lcbo.com/lcbo/product/cupcake-cabernet-sauvignon/307975,Red Wine,13.5,15.95,1,750,750,47.02,101,6.35
b'Kaiser Beer',LCBO,http://www.lcbo.com/lcbo/product/kaiser-beer/32359,Lager,5.0,2.05,1,500,500,243.9,25,12.2
b'Motts Original Caesar',LCBO,http://www.lcbo.com/lcbo/product/motts-original-caesar/316323,Coolers,5.5,2.9,1,458,458,157.93,25,8.69
b'The Macallan Amber',LCBO,http://www.lcbo.com/lcbo/product/the-macallan-amber/334078,Whisky/Whiskey,40.0,110.15,1,750,750,6.81,300,2.72
b"Gibson's Finest Sterling Edition Whisky",LCBO,http://www.lcbo.com/lcbo/product/gibson-s-finest-sterling-edition-whisky/215889,Whisky/Whiskey,40.0,41.25,1,1140,1140,27.64,456,11.05
b'Ciroc Red Berry Spirit Drink',LCBO,http://www.lcbo.com/lcbo/product/ciroc-red-berry-spirit-drink/334128,Vodka,35.0,49.95,1,750,750,15.02,262,5.26
b'Pabst Blue Ribbon',LCBO,http://www.lcbo.com/lcbo/product/pabst-blue-ribbon/286005,Lager,4.9,31.0,20,355,7100,229.03,347,11.22
b'Fielding Fireside White VQA',LCBO,http://www.lcbo.com/lcbo/product/fielding-fireside-white-vqa/303040,White Wine,11.0,14.95,1,750,750,50.17,82,5.52
b'Rosehall Run Liberated Chardonnay VQA',LCBO,http://www.lcbo.com/lcbo/product/rosehall-run-liberated-chardonnay-vqa/303776,White Wine,13.0,14.95,1,750,750,50.17,97,6.52
b"Les Jamelles Cabernet Sauvignon Pays d'Oc",LCBO,http://www.lcbo.com/lcbo/product/les-jamelles-cabernet-sauvignon-pays-d-oc/293159,Red Wine,13.0,13.95,1,750,750,53.76,97,6.99
b'Brotte La Fiole Cote Du Rhone AOC',LCBO,http://www.lcbo.com/lcbo/product/brotte-la-fiole-cote-du-rhone-aoc/293498,Red Wine,13.5,16.6,1,750,750,45.18,101,6.1
b'Montecillo Crianza Rioja',LCBO,http://www.lcbo.com/lcbo/product/montecillo-crianza-rioja/144493,Red Wine,13.5,12.95,1,750,750,57.92,101,7.82
b'Jackson-Triggs Merlot Bag in Box',LCBO,http://www.lcbo.com/lcbo/product/jackson-triggs-merlot-bag-in-box/270892,Red Wine,12.5,41.95,1,4000,4000,95.35,500,11.92
b'Grey Goose Cherry Noir',LCBO,http://www.lcbo.com/lcbo/product/grey-goose-cherry-noir/313007,Vodka,40.0,50.2,1,750,750,14.94,300,5.98
b'Crystal Head Vodka',LCBO,http://www.lcbo.com/lcbo/product/crystal-head-vodka/294249,Vodka,40.0,8.95,1,50,50,5.59,20,2.23
b'Laker Ice',LCBO,http://www.lcbo.com/lcbo/product/laker-ice/248146,Lager,5.5,22.95,15,355,5325,232.03,292,12.76
b'Molson Canadian',LCBO,http://www.lcbo.com/lcbo/product/molson-canadian/247338,Lager,5.0,27.95,15,355,5325,190.52,266,9.53
b'Bear Flag Soft White Blend',LCBO,http://www.lcbo.com/lcbo/product/bear-flag-soft-white-blend/280867,White Wine,10.0,13.95,1,750,750,53.76,75,5.38
b'Double Trouble - Prison Break Pilsner',LCBO,http://www.lcbo.com/lcbo/product/double-trouble-prison-break-pilsner/337006,Lager,5.0,2.75,1,473,473,172.0,23,8.6
b'F Lurton Fumees Blanches Sauv Blanc VdFrance',LCBO,http://www.lcbo.com/lcbo/product/f-lurton-fumees-blanches-sauv-blanc-vdfrance/472555,White Wine,11.5,13.45,1,750,750,55.76,86,6.41
b'Folonari Pinot Grigio',LCBO,http://www.lcbo.com/lcbo/product/folonari-pinot-grigio/621821,White Wine,11.5,25.95,1,1500,1500,57.8,172,6.65
b'Jackson-Triggs Pinot Grigio',LCBO,http://www.lcbo.com/lcbo/product/jackson-triggs-pinot-grigio/621110,White Wine,12.1,10.95,1,750,750,68.49,90,8.29
b'La Vieille Ferme Cotes du Luberon White',LCBO,http://www.lcbo.com/lcbo/product/la-vieille-ferme-cotes-du-luberon-white/34991,White Wine,13.5,20.95,1,1500,1500,71.6,202,9.67
b'Gato Negro Sauvignon Blanc',LCBO,http://www.lcbo.com/lcbo/product/gato-negro-sauvignon-blanc/79129,White Wine,12.0,14.45,1,1500,1500,103.81,180,12.46
b'Freixenet Cordon Negro Brut Cava',LCBO,http://www.lcbo.com/lcbo/product/freixenet-cordon-negro-brut-cava/216945,Sparkling Wine,11.5,13.25,1,750,750,56.6,86,6.51
b'Fontana di Papa Castelli Romani',LCBO,http://www.lcbo.com/lcbo/product/fontana-di-papa-castelli-romani/219634,Red Wine,12.0,7.75,1,750,750,96.77,90,11.61
b'Henry Of Pelham Pinot Noir VQA',LCBO,http://www.lcbo.com/lcbo/product/henry-of-pelham-pinot-noir-vqa/13904,Red Wine,12.5,16.95,1,750,750,44.25,93,5.53
